Time,Channel A,Channel B
(ms),(mV),(mV)

-1.54419190,6.33919800,6.31151500
-1.54412790,4.75516700,5.52103800
-1.54406390,3.96161400,3.94315900
-1.54399990,2.37758400,3.15575800
-1.54393590,0.79047730,1.57787900
-1.54387190,-0.79047730,-0.78740150
-1.54380790,-2.37758400,-2.36528000
-1.54374390,-3.96161400,-3.94315900
-1.54367990,-5.54872000,-6.31151500
-1.54361590,-6.33919800,-7.10199300
-1.54355190,-7.92630300,-7.10199300
-1.54348790,-7.92630300,-7.88939400
-1.54342390,-7.92630300,-7.88939400
-1.54335990,-7.92630300,-7.88939400
-1.54329590,-7.13275100,-7.10199300
-1.54323190,-6.33919800,-6.31151500
-1.54316790,-5.54872000,-3.94315900
-1.54310390,-3.96161400,-3.15575800
-1.54303990,-1.58403000,-0.78740150
-1.54297590,0.00000000,0.00000000
-1.54291190,1.58403000,1.57787900
-1.54284790,2.37758400,3.15575800
-1.54278390,3.96161400,4.73363700
-1.54271990,5.54872000,5.52103800
-1.54265590,6.33919800,6.31151500
-1.54259190,7.13275100,7.10199300
-1.54252790,7.13275100,7.10199300
-1.54246390,7.13275100,7.10199300
-1.54239990,6.33919800,6.31151500
-1.54233590,5.54872000,5.52103800
-1.54227190,4.75516700,4.73363700
-1.54220790,3.96161400,3.94315900
-1.54214390,1.58403000,1.57787900
-1.54207990,1.58403000,0.78740150
-1.54201590,0.00000000,-0.78740150
-1.54195190,-0.79047730,-1.57787900
-1.54188790,-2.37758400,-2.36528000
-1.54182390,-3.16806100,-3.15575800
-1.54175990,-3.16806100,-3.15575800
-1.54169590,-3.96161400,-3.94315900
-1.54163190,-3.96161400,-3.94315900
-1.54156790,-3.96161400,-3.94315900
-1.54150390,-3.16806100,-3.94315900
-1.54143990,-3.16806100,-3.15575800
-1.54137590,-2.37758400,-2.36528000
-1.54131190,-1.58403000,-1.57787900
-1.54124790,-0.79047730,-1.57787900
-1.54118390,-0.79047730,-0.78740150
-1.54111990,0.00000000,0.00000000
-1.54105590,0.79047730,1.57787900
-1.54099190,0.79047730,1.57787900
-1.54092790,1.58403000,1.57787900
-1.54086390,1.58403000,1.57787900
-1.54079990,1.58403000,1.57787900
-1.54073590,1.58403000,1.57787900
-1.54067190,0.79047730,0.78740150
-1.54060790,0.79047730,0.00000000
-1.54054390,0.00000000,0.00000000
-1.54047990,0.00000000,0.00000000
-1.54041590,-0.79047730,-0.78740150
-1.54035190,-1.58403000,-1.57787900
-1.54028790,-1.58403000,-1.57787900
-1.54022390,-2.37758400,-2.36528000
-1.54015990,-2.37758400,-2.36528000
-1.54009590,-2.37758400,-1.57787900
-1.54003190,-2.37758400,-2.36528000
-1.53996790,-2.37758400,-2.36528000
-1.53990390,-1.58403000,-1.57787900
-1.53983990,-1.58403000,-1.57787900
-1.53977590,-0.79047730,-0.78740150
-1.53971190,-0.79047730,0.00000000
-1.53964790,0.79047730,0.78740150
-1.53958390,0.79047730,0.78740150
-1.53951990,1.58403000,1.57787900
-1.53945590,2.37758400,2.36528000
-1.53939190,2.37758400,2.36528000
-1.53932790,2.37758400,2.36528000
-1.53926390,2.37758400,3.15575800
-1.53919990,2.37758400,3.15575800
-1.53913590,2.37758400,3.15575800
-1.53907190,2.37758400,2.36528000
-1.53900790,1.58403000,1.57787900
-1.53894390,1.58403000,0.78740150
-1.53887990,0.79047730,0.78740150
-1.53881590,0.00000000,0.00000000
-1.53875190,-0.79047730,0.00000000
-1.53868790,-1.58403000,-0.78740150
-1.53862390,-1.58403000,-1.57787900
-1.53855990,-1.58403000,-2.36528000
-1.53849590,-2.37758400,-2.36528000
-1.53843190,-2.37758400,-3.15575800
-1.53836790,-2.37758400,-2.36528000
-1.53830390,-2.37758400,-2.36528000
-1.53823990,-2.37758400,-2.36528000
-1.53817590,-2.37758400,-2.36528000
-1.53811190,-2.37758400,-2.36528000
-1.53804790,-1.58403000,-0.78740150
-1.53798390,-0.79047730,-0.78740150
-1.53791990,-0.79047730,-0.78740150
-1.53785590,0.00000000,0.00000000
-1.53779190,0.00000000,0.78740150
-1.53772790,0.79047730,0.78740150
-1.53766390,0.79047730,0.78740150
-1.53759990,1.58403000,0.78740150
-1.53753590,1.58403000,1.57787900
-1.53747190,1.58403000,1.57787900
-1.53740790,1.58403000,1.57787900
-1.53734390,1.58403000,1.57787900
-1.53727990,1.58403000,0.78740150
-1.53721590,1.58403000,0.78740150
-1.53715190,0.79047730,0.78740150
-1.53708790,0.00000000,0.00000000
-1.53702390,0.00000000,0.00000000
-1.53695990,0.00000000,0.00000000
-1.53689590,-0.79047730,0.00000000
-1.53683190,-0.79047730,-0.78740150
-1.53676790,-0.79047730,-0.78740150
-1.53670390,-0.79047730,-0.78740150
-1.53663990,-0.79047730,-0.78740150
-1.53657590,-0.79047730,-1.57787900
-1.53651190,-0.79047730,-1.57787900
-1.53644790,-0.79047730,-1.57787900
-1.53638390,-0.79047730,0.00000000
-1.53631990,-0.79047730,-0.78740150
-1.53625590,0.00000000,0.00000000
-1.53619190,0.00000000,0.00000000
-1.53612790,0.00000000,0.00000000
-1.53606390,0.79047730,0.78740150
-1.53599990,0.79047730,0.78740150
-1.53593590,1.58403000,0.78740150
-1.53587190,0.79047730,0.78740150
-1.53580790,0.79047730,0.78740150
-1.53574390,0.79047730,0.78740150
-1.53567990,0.79047730,1.57787900
-1.53561590,0.79047730,0.78740150
-1.53555190,0.79047730,0.00000000
-1.53548790,0.79047730,0.78740150
-1.53542390,0.00000000,0.00000000
-1.53535990,0.00000000,0.00000000
-1.53529590,0.00000000,0.00000000
-1.53523190,0.00000000,-0.78740150
-1.53516790,-0.79047730,-0.78740150
-1.53510390,-0.79047730,-0.78740150
-1.53503990,-1.58403000,-1.57787900
-1.53497590,-0.79047730,-0.78740150
-1.53491190,-0.79047730,-0.78740150
-1.53484790,-1.58403000,-0.78740150
-1.53478390,-0.79047730,-0.78740150
-1.53471990,-0.79047730,0.00000000
-1.53465590,-0.79047730,0.00000000
-1.53459190,-0.79047730,-0.78740150
-1.53452790,-0.79047730,-0.78740150
-1.53446390,0.00000000,0.00000000
-1.53439990,0.79047730,0.78740150
-1.53433590,0.00000000,0.00000000
-1.53427190,0.79047730,0.78740150
-1.53420790,0.79047730,0.00000000
-1.53414390,0.79047730,0.00000000
-1.53407990,0.79047730,0.00000000
-1.53401590,0.79047730,0.00000000
-1.53395190,0.00000000,0.78740150
-1.53388790,0.79047730,0.00000000
-1.53382390,0.00000000,0.00000000
-1.53375990,0.00000000,0.00000000
-1.53369590,0.00000000,0.00000000
-1.53363190,0.00000000,0.00000000
-1.53356790,0.00000000,-0.78740150
-1.53350390,-0.79047730,-0.78740150
-1.53343990,0.00000000,-0.78740150
-1.53337590,-0.79047730,0.00000000
-1.53331190,-0.79047730,-0.78740150
-1.53324790,-0.79047730,0.00000000
-1.53318390,0.00000000,-0.78740150
-1.53311990,0.00000000,0.00000000
-1.53305590,0.00000000,0.00000000
-1.53299190,0.00000000,0.00000000
-1.53292790,0.00000000,0.00000000
-1.53286390,0.00000000,0.00000000
-1.53279990,0.00000000,0.00000000
-1.53273590,0.00000000,0.00000000
-1.53267190,0.00000000,0.78740150
-1.53260790,0.00000000,0.00000000
-1.53254390,0.79047730,0.00000000
-1.53247990,0.79047730,0.78740150
-1.53241590,0.79047730,0.00000000
-1.53235190,0.00000000,0.00000000
-1.53228790,0.79047730,0.00000000
-1.53222390,0.00000000,0.00000000
-1.53215990,0.00000000,0.00000000
-1.53209590,0.00000000,0.00000000
-1.53203190,0.00000000,0.00000000
-1.53196790,-0.79047730,0.00000000
-1.53190390,-0.79047730,-1.57787900
-1.53183990,0.00000000,0.00000000
-1.53177590,-0.79047730,-0.78740150
-1.53171190,-0.79047730,-0.78740150
-1.53164790,-0.79047730,-0.78740150
-1.53158390,0.00000000,0.00000000
-1.53151990,-0.79047730,-0.78740150
-1.53145590,-0.79047730,-0.78740150
-1.53139190,-0.79047730,0.00000000
-1.53132790,-0.79047730,0.00000000
-1.53126390,0.00000000,0.00000000
-1.53119990,0.00000000,0.00000000
-1.53113590,0.00000000,0.00000000
-1.53107190,0.00000000,0.00000000
-1.53100790,0.00000000,0.00000000
-1.53094390,0.79047730,0.00000000
-1.53087990,0.00000000,0.78740150
-1.53081590,0.79047730,0.78740150
-1.53075190,0.79047730,0.78740150
-1.53068790,0.79047730,0.78740150
-1.53062390,0.79047730,0.78740150
-1.53055990,0.79047730,0.78740150
-1.53049590,0.79047730,0.78740150
-1.53043190,0.00000000,0.78740150
-1.53036790,0.00000000,0.00000000
-1.53030390,0.00000000,0.00000000
-1.53023990,0.00000000,0.00000000
-1.53017590,0.00000000,0.00000000
-1.53011190,0.00000000,0.00000000
-1.53004790,-0.79047730,0.00000000
-1.52998390,-0.79047730,0.00000000
-1.52991990,0.00000000,0.00000000
-1.52985590,-0.79047730,0.00000000
-1.52979190,-0.79047730,0.00000000
-1.52972790,0.00000000,-0.78740150
-1.52966390,-0.79047730,-0.78740150
-1.52959990,-0.79047730,0.00000000
-1.52953590,-0.79047730,0.00000000
-1.52947190,-0.79047730,-0.78740150
-1.52940790,0.00000000,0.00000000
-1.52934390,0.00000000,0.00000000
-1.52927990,0.00000000,0.00000000
-1.52921590,0.00000000,-0.78740150
-1.52915190,0.00000000,0.00000000
-1.52908790,0.00000000,0.78740150
-1.52902390,0.00000000,0.00000000
-1.52895990,0.00000000,0.00000000
-1.52889590,0.00000000,0.78740150
-1.52883190,0.00000000,0.00000000
-1.52876790,0.00000000,0.00000000
-1.52870390,0.00000000,0.00000000
-1.52863990,0.00000000,0.78740150
-1.52857590,0.00000000,0.00000000
-1.52851190,0.79047730,0.78740150
-1.52844790,0.00000000,0.00000000
-1.52838390,0.00000000,0.78740150
-1.52831990,0.00000000,0.78740150
-1.52825590,0.79047730,0.78740150
-1.52819190,0.00000000,0.00000000
-1.52812790,0.00000000,0.78740150
-1.52806390,0.79047730,0.00000000
-1.52799990,0.00000000,0.00000000
-1.52793590,0.00000000,0.00000000
-1.52787190,0.00000000,0.00000000
-1.52780790,0.00000000,0.00000000
-1.52774390,0.00000000,0.00000000
-1.52767990,0.00000000,0.00000000
-1.52761590,0.00000000,0.00000000
-1.52755190,-0.79047730,0.00000000
-1.52748790,-0.79047730,-0.78740150
-1.52742390,-0.79047730,-1.57787900
-1.52735990,-0.79047730,-0.78740150
-1.52729590,-0.79047730,0.00000000
-1.52723190,-0.79047730,0.00000000
-1.52716790,-0.79047730,0.00000000
-1.52710390,-0.79047730,-0.78740150
-1.52703990,0.00000000,-0.78740150
-1.52697590,-0.79047730,-0.78740150
-1.52691190,-0.79047730,-0.78740150
-1.52684790,-0.79047730,-1.57787900
-1.52678390,-0.79047730,-1.57787900
-1.52671990,-0.79047730,-1.57787900
-1.52665590,-0.79047730,-0.78740150
-1.52659190,-0.79047730,-0.78740150
-1.52652790,-0.79047730,0.00000000
-1.52646390,-0.79047730,0.00000000
-1.52639990,-0.79047730,-0.78740150
-1.52633590,-0.79047730,0.00000000
-1.52627190,0.00000000,0.00000000
-1.52620790,0.00000000,0.00000000
-1.52614390,0.00000000,0.00000000
-1.52607990,0.79047730,0.00000000
-1.52601590,0.79047730,0.78740150
-1.52595190,0.79047730,0.78740150
-1.52588790,0.79047730,0.78740150
-1.52582390,0.79047730,1.57787900
-1.52575990,0.79047730,0.78740150
-1.52569590,1.58403000,0.78740150
-1.52563190,0.79047730,0.78740150
-1.52556790,0.79047730,0.78740150
-1.52550390,0.79047730,0.78740150
-1.52543990,0.79047730,0.78740150
-1.52537590,0.79047730,0.78740150
-1.52531190,0.79047730,0.78740150
-1.52524790,0.79047730,0.78740150
-1.52518390,0.79047730,0.00000000
-1.52511990,0.00000000,0.78740150
-1.52505590,0.00000000,0.00000000
-1.52499190,0.00000000,0.00000000
-1.52492790,0.00000000,0.00000000
-1.52486390,0.00000000,0.00000000
-1.52479990,-0.79047730,0.00000000
-1.52473590,0.00000000,-0.78740150
-1.52467190,-0.79047730,-0.78740150
-1.52460790,-0.79047730,-0.78740150
-1.52454390,-0.79047730,-0.78740150
-1.52447990,-0.79047730,-0.78740150
-1.52441590,-0.79047730,-0.78740150
-1.52435190,-0.79047730,-0.78740150
-1.52428790,-0.79047730,-0.78740150
-1.52422390,-0.79047730,-0.78740150
-1.52415990,-0.79047730,-0.78740150
-1.52409590,-0.79047730,-0.78740150
-1.52403190,-0.79047730,-0.78740150
-1.52396790,-0.79047730,0.00000000
-1.52390390,0.00000000,-0.78740150
-1.52383990,0.00000000,0.00000000
-1.52377590,0.00000000,0.00000000
-1.52371190,0.00000000,0.00000000
-1.52364790,0.00000000,0.00000000
-1.52358390,0.00000000,0.00000000
-1.52351990,0.00000000,0.78740150
-1.52345590,0.00000000,0.78740150
-1.52339190,0.00000000,0.78740150
-1.52332790,0.79047730,0.00000000
-1.52326390,0.79047730,0.00000000
-1.52319990,0.00000000,0.00000000
-1.52313590,0.79047730,0.78740150
-1.52307190,0.79047730,0.78740150
-1.52300790,0.79047730,0.78740150
-1.52294390,0.79047730,0.78740150
-1.52287990,0.00000000,0.78740150
-1.52281590,0.00000000,0.78740150
-1.52275190,0.00000000,0.00000000
-1.52268790,0.00000000,0.00000000
-1.52262390,0.00000000,0.00000000
-1.52255990,0.00000000,0.00000000
-1.52249590,0.00000000,0.00000000
-1.52243190,0.00000000,0.00000000
-1.52236790,-0.79047730,0.00000000
-1.52230390,0.00000000,-0.78740150
-1.52223990,-0.79047730,-0.78740150
-1.52217590,-0.79047730,-0.78740150
-1.52211190,-0.79047730,-0.78740150
-1.52204790,-0.79047730,-0.78740150
-1.52198390,-0.79047730,-0.78740150
-1.52191990,0.00000000,-0.78740150
-1.52185590,-0.79047730,-0.78740150
-1.52179190,-0.79047730,0.00000000
-1.52172790,0.00000000,-0.78740150
-1.52166390,-0.79047730,0.00000000
-1.52159990,0.00000000,-0.78740150
-1.52153590,-0.79047730,-0.78740150
-1.52147190,0.00000000,0.00000000
-1.52140790,0.00000000,0.00000000
-1.52134390,0.00000000,0.00000000
-1.52127990,0.00000000,0.00000000
-1.52121590,-0.79047730,0.00000000
-1.52115190,0.00000000,0.00000000
-1.52108790,0.00000000,0.78740150
-1.52102390,0.00000000,0.00000000
-1.52095990,0.00000000,0.00000000
-1.52089590,0.00000000,0.00000000
-1.52083190,0.00000000,0.00000000
-1.52076790,0.00000000,0.00000000
-1.52070390,0.00000000,0.00000000
-1.52063990,0.79047730,0.00000000
-1.52057590,0.00000000,0.00000000
-1.52051190,0.00000000,0.78740150
-1.52044790,0.79047730,0.78740150
-1.52038390,0.79047730,0.00000000
-1.52031990,0.79047730,0.78740150
-1.52025590,0.00000000,0.00000000
-1.52019190,0.00000000,0.00000000
-1.52012790,0.00000000,0.78740150
-1.52006390,0.00000000,0.00000000
-1.51999990,0.00000000,0.00000000
-1.51993590,0.00000000,0.00000000
-1.51987190,0.00000000,0.00000000
-1.51980790,0.00000000,0.00000000
-1.51974390,0.00000000,0.00000000
-1.51967990,0.00000000,-0.78740150
-1.51961590,0.00000000,-0.78740150
-1.51955190,0.00000000,-0.78740150
-1.51948790,0.00000000,-0.78740150
-1.51942390,-0.79047730,0.00000000
-1.51935990,0.00000000,0.00000000
-1.51929590,-0.79047730,0.00000000
-1.51923190,-0.79047730,0.00000000
-1.51916790,0.00000000,0.00000000
-1.51910390,0.00000000,0.00000000
-1.51903990,0.00000000,0.00000000
-1.51897590,0.00000000,0.00000000
-1.51891190,0.00000000,0.00000000
-1.51884790,0.00000000,0.00000000
-1.51878390,0.00000000,0.00000000
-1.51871990,0.00000000,0.78740150
-1.51865590,0.00000000,0.78740150
-1.51859190,0.00000000,0.78740150
-1.51852790,0.00000000,0.78740150
-1.51846390,0.00000000,0.78740150
-1.51839990,0.00000000,0.00000000
-1.51833590,0.00000000,0.78740150
-1.51827190,0.00000000,0.00000000
-1.51820790,0.00000000,0.78740150
-1.51814390,0.00000000,0.00000000
-1.51807990,0.00000000,0.00000000
-1.51801590,0.00000000,0.00000000
-1.51795190,0.00000000,0.00000000
-1.51788790,0.00000000,0.00000000
-1.51782390,0.00000000,-0.78740150
-1.51775990,-0.79047730,0.00000000
-1.51769590,0.00000000,0.00000000
-1.51763190,0.00000000,0.00000000
-1.51756790,-0.79047730,-0.78740150
-1.51750390,0.00000000,-0.78740150
-1.51743990,-0.79047730,-0.78740150
-1.51737590,0.00000000,-0.78740150
-1.51731190,0.00000000,-0.78740150
-1.51724790,0.00000000,0.00000000
-1.51718390,0.00000000,0.00000000
-1.51711990,0.00000000,0.00000000
-1.51705590,0.00000000,0.00000000
-1.51699190,0.00000000,0.00000000
-1.51692790,0.00000000,0.00000000
-1.51686390,0.00000000,0.00000000
-1.51679990,0.00000000,0.00000000
-1.51673590,0.00000000,0.00000000
-1.51667190,0.00000000,0.00000000
-1.51660790,0.79047730,0.00000000
-1.51654390,0.79047730,0.00000000
-1.51647990,0.00000000,0.00000000
-1.51641590,0.79047730,0.78740150
-1.51635190,0.79047730,0.78740150
-1.51628790,0.79047730,0.78740150
-1.51622390,0.79047730,0.78740150
-1.51615990,0.79047730,0.00000000
-1.51609590,0.00000000,0.00000000
-1.51603190,0.00000000,0.00000000
-1.51596790,0.00000000,0.00000000
-1.51590390,0.79047730,0.00000000
-1.51583990,0.00000000,0.00000000
-1.51577590,0.00000000,0.00000000
-1.51571190,0.00000000,0.00000000
-1.51564790,0.00000000,0.00000000
-1.51558390,0.00000000,0.00000000
-1.51551990,0.00000000,0.00000000
-1.51545590,0.00000000,0.00000000
-1.51539190,0.00000000,0.00000000
-1.51532790,0.00000000,0.00000000
-1.51526390,0.00000000,0.00000000
-1.51519990,0.00000000,0.00000000
-1.51513590,0.00000000,0.00000000
-1.51507190,-0.79047730,0.00000000
-1.51500790,-0.79047730,0.00000000
-1.51494390,0.00000000,-0.78740150
-1.51487990,-0.79047730,-0.78740150
-1.51481590,0.00000000,0.00000000
-1.51475190,0.00000000,0.00000000
-1.51468790,0.00000000,0.00000000
-1.51462390,-0.79047730,-0.78740150
-1.51455990,0.00000000,0.00000000
-1.51449590,0.00000000,0.00000000
-1.51443190,0.00000000,-0.78740150
-1.51436790,-0.79047730,0.00000000
-1.51430390,0.00000000,0.00000000
-1.51423990,0.00000000,-0.78740150
-1.51417590,0.00000000,0.00000000
-1.51411190,0.00000000,0.00000000
-1.51404790,0.00000000,0.00000000
-1.51398390,0.00000000,0.00000000
-1.51391990,0.00000000,0.78740150
-1.51385590,0.00000000,0.78740150
-1.51379190,0.00000000,0.00000000
-1.51372790,0.00000000,0.00000000
-1.51366390,0.00000000,0.00000000
-1.51359990,0.00000000,0.78740150
-1.51353590,0.79047730,0.00000000
-1.51347190,0.79047730,0.78740150
-1.51340790,0.79047730,0.78740150
-1.51334390,0.00000000,0.00000000
-1.51327990,0.00000000,0.78740150
-1.51321590,0.00000000,0.78740150
-1.51315190,0.00000000,0.78740150
-1.51308790,0.00000000,0.78740150
-1.51302390,0.00000000,0.00000000
-1.51295990,0.00000000,0.00000000
-1.51289590,0.00000000,0.00000000
-1.51283190,0.00000000,0.00000000
-1.51276790,0.00000000,0.00000000
-1.51270390,0.00000000,-0.78740150
-1.51263990,0.00000000,0.00000000
-1.51257590,0.00000000,-0.78740150
-1.51251190,-0.79047730,0.00000000
-1.51244790,0.00000000,0.00000000
-1.51238390,0.00000000,0.00000000
-1.51231990,-0.79047730,-0.78740150
-1.51225590,-0.79047730,0.00000000
-1.51219190,0.00000000,0.00000000
-1.51212790,-0.79047730,0.00000000
-1.51206390,-0.79047730,0.00000000
-1.51199990,-0.79047730,0.00000000
-1.51193590,-0.79047730,0.00000000
-1.51187190,0.00000000,-0.78740150
-1.51180790,0.00000000,0.00000000
-1.51174390,0.00000000,0.00000000
-1.51167990,0.00000000,0.00000000
-1.51161590,0.00000000,0.00000000
-1.51155190,0.00000000,0.00000000
-1.51148790,0.00000000,0.00000000
-1.51142390,0.00000000,0.00000000
-1.51135990,0.00000000,0.00000000
-1.51129590,0.00000000,0.00000000
-1.51123190,0.00000000,0.00000000
-1.51116790,0.00000000,0.00000000
-1.51110390,0.79047730,0.00000000
-1.51103990,0.00000000,0.78740150
-1.51097590,0.00000000,0.00000000
-1.51091190,0.79047730,0.00000000
-1.51084790,0.00000000,0.78740150
-1.51078390,0.00000000,0.78740150
-1.51071990,0.00000000,0.78740150
-1.51065590,0.00000000,0.78740150
-1.51059190,0.00000000,0.00000000
-1.51052790,0.79047730,0.00000000
-1.51046390,0.00000000,0.00000000
-1.51039990,0.79047730,0.00000000
-1.51033590,0.00000000,0.78740150
-1.51027190,0.00000000,0.00000000
-1.51020790,0.00000000,0.00000000
-1.51014390,0.00000000,0.00000000
-1.51007990,0.00000000,0.00000000
-1.51001590,-0.79047730,-0.78740150
-1.50995190,0.00000000,0.00000000
-1.50988790,-0.79047730,0.00000000
-1.50982390,0.00000000,-0.78740150
-1.50975990,-0.79047730,0.00000000
-1.50969590,0.00000000,-0.78740150
-1.50963190,-0.79047730,-0.78740150
-1.50956790,-0.79047730,0.00000000
-1.50950390,-0.79047730,-0.78740150
-1.50943990,-0.79047730,-0.78740150
-1.50937590,-0.79047730,-0.78740150
-1.50931190,0.00000000,-0.78740150
-1.50924790,0.00000000,0.00000000
-1.50918390,0.00000000,0.00000000
-1.50911990,0.00000000,0.00000000
-1.50905590,0.00000000,0.00000000
-1.50899190,0.00000000,0.00000000
-1.50892790,0.00000000,0.78740150
-1.50886390,0.00000000,0.00000000
-1.50879990,0.00000000,0.00000000
-1.50873590,0.00000000,0.00000000
-1.50867190,0.00000000,0.00000000
-1.50860790,0.00000000,0.78740150
-1.50854390,0.00000000,0.00000000
-1.50847990,0.79047730,0.78740150
-1.50841590,0.79047730,0.00000000
-1.50835190,0.00000000,0.78740150
-1.50828790,0.00000000,0.00000000
-1.50822390,0.79047730,0.78740150
-1.50815990,0.79047730,0.00000000
-1.50809590,0.00000000,0.00000000
-1.50803190,0.00000000,-0.78740150
-1.50796790,0.00000000,0.00000000
-1.50790390,0.00000000,0.00000000
-1.50783990,0.00000000,-0.78740150
-1.50777590,-0.79047730,0.00000000
-1.50771190,-0.79047730,-0.78740150
-1.50764790,0.00000000,0.00000000
-1.50758390,-0.79047730,0.00000000
-1.50751990,0.00000000,-0.78740150
-1.50745590,0.00000000,-0.78740150
-1.50739190,-0.79047730,-0.78740150
-1.50732790,-0.79047730,-1.57787900
-1.50726390,-0.79047730,0.00000000
-1.50719990,-0.79047730,0.00000000
-1.50713590,-0.79047730,0.00000000
-1.50707190,0.00000000,0.00000000
-1.50700790,-0.79047730,0.00000000
-1.50694390,0.00000000,-0.78740150
-1.50687990,0.00000000,0.00000000
-1.50681590,0.00000000,0.00000000
-1.50675190,0.00000000,0.00000000
-1.50668790,0.00000000,0.00000000
-1.50662390,0.00000000,0.00000000
-1.50655990,0.00000000,0.78740150
-1.50649590,0.00000000,0.00000000
-1.50643190,0.79047730,0.78740150
-1.50636790,0.79047730,0.78740150
-1.50630390,0.79047730,0.78740150
-1.50623990,0.79047730,0.78740150
-1.50617590,1.58403000,0.78740150
-1.50611190,0.79047730,1.57787900
-1.50604790,1.58403000,0.78740150
-1.50598390,0.79047730,0.78740150
-1.50591990,0.79047730,1.57787900
-1.50585590,0.79047730,1.57787900
-1.50579190,0.79047730,0.78740150
-1.50572790,0.79047730,0.78740150
-1.50566390,0.79047730,0.78740150
-1.50559990,0.79047730,0.78740150
-1.50553590,0.79047730,0.00000000
-1.50547190,0.79047730,0.78740150
-1.50540790,0.00000000,0.00000000
-1.50534390,0.00000000,0.00000000
-1.50527990,0.00000000,0.00000000
-1.50521590,0.00000000,0.00000000
-1.50515190,0.00000000,-0.78740150
-1.50508790,0.00000000,-0.78740150
-1.50502390,-0.79047730,-0.78740150
-1.50495990,-0.79047730,-1.57787900
-1.50489590,-1.58403000,-1.57787900
-1.50483190,-1.58403000,-0.78740150
-1.50476790,-1.58403000,-1.57787900
-1.50470390,-1.58403000,-1.57787900
-1.50463990,-1.58403000,-1.57787900
-1.50457590,-1.58403000,-2.36528000
-1.50451190,-2.37758400,-1.57787900
-1.50444790,-2.37758400,-1.57787900
-1.50438390,-2.37758400,-2.36528000
-1.50431990,-1.58403000,-1.57787900
-1.50425590,-1.58403000,-1.57787900
-1.50419190,-1.58403000,-1.57787900
-1.50412790,-1.58403000,-1.57787900
-1.50406390,-2.37758400,-1.57787900
-1.50399990,-0.79047730,-1.57787900
-1.50393590,-1.58403000,-0.78740150
-1.50387190,-0.79047730,-0.78740150
-1.50380790,-0.79047730,-0.78740150
-1.50374390,-0.79047730,-0.78740150
-1.50367990,-0.79047730,0.00000000
-1.50361590,0.00000000,0.00000000
-1.50355190,0.00000000,0.78740150
-1.50348790,0.00000000,0.00000000
-1.50342390,0.79047730,0.78740150
-1.50335990,0.79047730,0.78740150
-1.50329590,0.79047730,0.78740150
-1.50323190,1.58403000,1.57787900
-1.50316790,1.58403000,0.78740150
-1.50310390,1.58403000,1.57787900
-1.50303990,1.58403000,2.36528000
-1.50297590,1.58403000,2.36528000
-1.50291190,1.58403000,2.36528000
-1.50284790,1.58403000,2.36528000
-1.50278390,1.58403000,2.36528000
-1.50271990,2.37758400,2.36528000
-1.50265590,2.37758400,2.36528000
-1.50259190,2.37758400,2.36528000
-1.50252790,1.58403000,2.36528000
-1.50246390,2.37758400,1.57787900
-1.50239990,2.37758400,2.36528000
-1.50233590,1.58403000,1.57787900
-1.50227190,1.58403000,1.57787900
-1.50220790,1.58403000,1.57787900
-1.50214390,1.58403000,0.78740150
-1.50207990,0.79047730,0.00000000
-1.50201590,0.79047730,0.00000000
-1.50195190,0.00000000,-0.78740150
-1.50188790,0.00000000,-0.78740150
-1.50182390,-0.79047730,-0.78740150
-1.50175990,-0.79047730,-0.78740150
-1.50169590,-1.58403000,-0.78740150
-1.50163190,-1.58403000,-1.57787900
-1.50156790,-1.58403000,-1.57787900
-1.50150390,-2.37758400,-2.36528000
-1.50143990,-2.37758400,-2.36528000
-1.50137590,-2.37758400,-2.36528000
-1.50131190,-2.37758400,-3.15575800
-1.50124790,-3.16806100,-3.15575800
-1.50118390,-3.16806100,-3.15575800
-1.50111990,-3.16806100,-3.15575800
-1.50105590,-3.16806100,-3.15575800
-1.50099190,-3.16806100,-2.36528000
-1.50092790,-2.37758400,-3.15575800
-1.50086390,-3.16806100,-2.36528000
-1.50079990,-3.16806100,-3.15575800
-1.50073590,-3.16806100,-2.36528000
-1.50067190,-2.37758400,-2.36528000
-1.50060790,-2.37758400,-2.36528000
-1.50054390,-1.58403000,-2.36528000
-1.50047990,-1.58403000,-1.57787900
-1.50041590,-1.58403000,-1.57787900
-1.50035190,-1.58403000,-0.78740150
-1.50028790,-0.79047730,-0.78740150
-1.50022390,0.00000000,-0.78740150
-1.50015990,0.00000000,0.00000000
-1.50009590,0.00000000,0.78740150
-1.50003190,0.79047730,0.78740150
-1.49996790,1.58403000,0.78740150
-1.49990390,1.58403000,1.57787900
-1.49983990,2.37758400,2.36528000
-1.49977590,2.37758400,2.36528000
-1.49971190,2.37758400,3.15575800
-1.49964790,3.16806100,3.15575800
-1.49958390,3.16806100,3.15575800
-1.49951990,3.16806100,3.15575800
-1.49945590,3.16806100,3.15575800
-1.49939190,3.16806100,3.15575800
-1.49932790,3.16806100,3.15575800
-1.49926390,3.96161400,3.15575800
-1.49919990,3.16806100,3.15575800
-1.49913590,3.16806100,2.36528000
-1.49907190,3.16806100,3.15575800
-1.49900790,3.16806100,2.36528000
-1.49894390,2.37758400,2.36528000
-1.49887990,2.37758400,1.57787900
-1.49881590,1.58403000,1.57787900
-1.49875190,0.79047730,0.78740150
-1.49868790,0.00000000,0.78740150
